Deelnemer ID,Nummer,Spotify ID,Artiest,Stemming begin,Energie begin,Gevoel begin,Aan het studeren,Studietaak,Muziek tijdens studeren,Moeilijkheid studie,Reden focus,Stemming later,Energie later,Gevoel later,track_id,track_genre,energy,valence,tempo,danceability,popularity,Stemmingsverschil,Energieverschil,_bronrij
3070,Onda Nueve,spotify:track:1s9LXkIlLBgZIhaL8vsoAF,Astor Piazzolla,1.0,1.0,Excited,Yes,Memorising information,Yes,1.0,0.0,1.0,1.0,Confident,1s9LXkIlLBgZIhaL8vsoAF,tango,0.365,0.188,120.973,0.398,25.0,0.0,0.0,118
3070,High Hopes,spotify:track:1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,1.0,1.0,Excited,No,,,,,1.0,1.0,Proud,1rqqCSm0Qe4I9rUvWncaom,rock,0.904,0.681,82.014,0.579,81.0,0.0,0.0,119
3070,"On My Way - From ""Brother Bear""/Soundtrack Version",spotify:track:7wjiMdiSgsL9Vkrwb10Num,Phil Collins,1.0,1.0,Worried,No,,,,,1.0,1.0,Happy,,,,,,,,0.0,0.0,120
3070,MAMMAMIA,spotify:track:78SCmQ8A7KQSMdkem2SwBP,MÃ¥neskin,1.0,1.0,Motivated,Yes,Memorising information,Yes,2.0,0.0,1.0,1.0,Curious,,,,,,,,0.0,0.0,121
3070,Jessie's Girl,spotify:track:5RsUlxLto4NZbhJpqJbHfN,Rick Springfield,0.0,-2.0,Ashamed,No,,,,,1.0,0.0,Neutral,,,,,,,,1.0,2.0,122
3070,ZITTI E BUONI,spotify:track:776AftMmFFAWUIEAb3lHhw,MÃ¥neskin,,,,,,,,,,,,776AftMmFFAWUIEAb3lHhw,indie-pop,0.939,0.644,102.999,0.625,76.0,,,123
3070,MILLE â€“ feat. Orietta Berti,spotify:track:73bPjp8U4lXPx5NY9IA6BJ,Fedez,,,,,,,,,,,,,,,,,,,,,124
3070,Lunchbox Friends,spotify:track:6viCrMdt8zgjOygIuJMC5X,Melanie Martinez,1.0,1.0,Excited,No,,,,,2.0,1.0,Motivated,,,,,,,,1.0,0.0,125
3070,Here Comes The Sun - Remastered 2009,spotify:track:6dGnYIeXmHdcikdzNNDMm2,The Beatles,,,,,,,,,,,,6dGnYIeXmHdcikdzNNDMm2,british,0.54,0.394,129.171,0.557,82.0,,,126
3070,Here Comes The Sun - Remastered 2009,spotify:track:6dGnYIeXmHdcikdzNNDMm2,The Beatles,,,,,,,,,,,,6dGnYIeXmHdcikdzNNDMm2,psych-rock,0.54,0.394,129.171,0.557,82.0,,,126
3070,Here Comes The Sun - Remastered 2009,spotify:track:6dGnYIeXmHdcikdzNNDMm2,The Beatles,,,,,,,,,,,,6dGnYIeXmHdcikdzNNDMm2,rock,0.54,0.394,129.171,0.557,82.0,,,126
3070,Here Comes The Sun - Remastered 2009,spotify:track:6dGnYIeXmHdcikdzNNDMm2,The Beatles,,,,,,,,,,,,6dGnYIeXmHdcikdzNNDMm2,british,0.54,0.394,129.171,0.557,82.0,,,127
3070,Here Comes The Sun - Remastered 2009,spotify:track:6dGnYIeXmHdcikdzNNDMm2,The Beatles,,,,,,,,,,,,6dGnYIeXmHdcikdzNNDMm2,psych-rock,0.54,0.394,129.171,0.557,82.0,,,127
3070,Here Comes The Sun - Remastered 2009,spotify:track:6dGnYIeXmHdcikdzNNDMm2,The Beatles,,,,,,,,,,,,6dGnYIeXmHdcikdzNNDMm2,rock,0.54,0.394,129.171,0.557,82.0,,,127
3070,At The End Of The Day,spotify:track:1kWxETqMxvlzbQk1kbPdi3,Hugh Jackman,2.0,2.0,Happy,No,,,,,1.0,1.0,Hopeful,,,,,,,,-1.0,-1.0,128
3070,We Built This City (Glee Cast Version),spotify:track:3jtYDVnci3cPv81FneE9Df,Glee Cast,2.0,2.0,Curious,No,,,,,1.0,1.0,Motivated,,,,,,,,-1.0,-1.0,129
3070,Dos Oruguitas,spotify:track:5rohUzwEoRsUvAA1Bf3DLo,Sebastian Yatra,,,,,,,,,,,,,,,,,,,,,130
3127,Tumbling Down,spotify:track:4BUJXY9VcEd7yLh8qM6mFF,soupandreas,1.0,-1.0,Worried,Yes,Memorising information,Yes,1.0,0.0,,,,,,,,,,,,,131
3127,Colors,spotify:track:1bg4MF45JFU0Dx1MjLJ5vn,LOONA,1.0,-1.0,Calm,Yes,Memorising information,Yes,0.0,0.0,0.0,-2.0,Lazy,,,,,,,,-1.0,-1.0,132
3127,WA DA DA,spotify:track:4gdiCHNbwugojBqr5Jt3pq,Kep1er,1.0,-1.0,Calm,Yes,"Writing an assignment (e.g., essay)",Yes,-2.0,0.0,,,,4gdiCHNbwugojBqr5Jt3pq,k-pop,0.907,0.685,126.004,0.785,74.0,,,133
3127,,,,0.0,-2.0,Neutral,No,,,,,2.0,0.0,Content,,,,,,,,2.0,2.0,134
3127,Bubble of Life,spotify:track:5P5PDtCM1yHzlYwA9cMS7U,MAN WITH A MISSION,2.0,1.0,Excited,No,,,,,,,,,,,,,,,,,135
3127,Disconnect Me (from saturator),spotify:track:3CNscssh8LuzDyUNG0lbjE,Dustvoxx,,,,,,,,,,,,,,,,,,,,,136
3127,FUTURE,spotify:track:2OeGGHqYpwKyRoKeN8Kh4v,Kagetora.,2.0,-1.0,Content,No,,,,,1.0,-1.0,Content,,,,,,,,-1.0,0.0,137
3134,å¤œã«é§†ã‘ã‚‹,spotify:track:6MCjmGYlw6mQVWRFVgBRvB,YOASOBI,3.0,0.0,Motivated,Yes,"Reading (e.g., book, article, etc.)",No,1.0,,,,,6MCjmGYlw6mQVWRFVgBRvB,j-pop,0.871,0.826,130.025,0.663,75.0,,,138
3134,Bad Habits,spotify:track:3rmo8F54jFF8OgYsqTxm5d,Ed Sheeran,3.0,1.0,Happy,No,,,,,,,,3rmo8F54jFF8OgYsqTxm5d,pop,0.893,0.537,126.011,0.807,88.0,,,139
3134,Bad Habits,spotify:track:3rmo8F54jFF8OgYsqTxm5d,Ed Sheeran,0.0,0.0,Neutral,Yes,"Reading (e.g., book, article, etc.)",Yes,0.0,0.0,,,,3rmo8F54jFF8OgYsqTxm5d,pop,0.893,0.537,126.011,0.807,88.0,,,140
3134,Letâ€™s Go Home Together,spotify:track:4CH0dVylkeBPydRM7AaG8g,Ella Henderson,2.0,1.0,Happy,Yes,"Reading (e.g., book, article, etc.)",,,,0.0,1.0,Happy,,,,,,,,-2.0,0.0,141
3147,controlla,spotify:track:7woCxOw0jmj65ohlQ3x0tH,Idealism,-3.0,-3.0,Depressed,Yes,"Writing an assignment (e.g., essay)",Yes,2.0,0.0,,,,1FlY15vdP570PJucy6JdYm,chill,0.446,0.545,80.009,0.788,67.0,,,142
3147,Egyptian Pools,spotify:track:3CFS6vCzVVsWL5veYusCe7,Jinsang,,,,,,,,,-1.0,-1.0,annoyed,3CFS6vCzVVsWL5veYusCe7,chill,0.597,0.81,78.681,0.665,56.0,,,143
3147,Himawari,spotify:track:4eVlTwVNTBzG42WuLcRMw2,Mujo,1.0,0.0,Hopeful,Yes,"Writing an assignment (e.g., essay)",Yes,2.0,0.0,1.0,-1.0,Hopeful,,,,,,,,0.0,-1.0,144
3147,Haki,spotify:track:497KXejajbUwBPC8YG9TmU,Urushi,-1.0,-2.0,Tired,Yes,"Writing an assignment (e.g., essay)",Yes,2.0,0.0,,,,,,,,,,,,,145
3147,"Deep Focus Music: Ambient Alpha Waves For Study, and Focus",spotify:episode:2nYaI7vGXMJjcw0Jmb9FM3,,1.0,-1.0,Proud,Yes,"Writing an assignment (e.g., essay)",Yes,2.0,0.0,,,,,,,,,,,,,146
3147,French Inhale,spotify:track:4JLI9AgtAXutJvjlXgZBoR,[bsd.u],1.0,0.0,Hopeful,Yes,"Writing an assignment (e.g., essay)",Yes,2.0,0.0,1.0,0.0,Calm,4JLI9AgtAXutJvjlXgZBoR,chill,0.146,0.889,80.087,0.87,61.0,0.0,0.0,147
3147,put it on high,spotify:track:67JnqFQuK42cAWkUiv4y7z,nitsua.,1.0,1.0,nervous,Yes,Searching for information,Yes,-1.0,1.0,1.0,1.0,nervous,,,,,,,,0.0,0.0,148
3147,Standing in Paradise,spotify:track:3lJhwigFBCtsgihnM5VLXC,Ale Fillman,2.0,1.0,Confident,No,,,,,2.0,2.0,Proud,,,,,,,,0.0,1.0,149
3147,Stupidisco,spotify:track:1RZrwASQmcjtG0rPo5uf1E,Junior Jack,3.0,3.0,Happy,No,,,,,3.0,3.0,Happy,,,,,,,,0.0,0.0,150
3147,Somebody that I Used to Know,spotify:track:3SrS38PBz2nk3leXnZ2jX4,Gotye,3.0,3.0,Happy,No,,,,,3.0,3.0,Happy,,,,,,,,0.0,0.0,151
3147,Don't You (Forget About Me) - Remastered,spotify:track:0A4PZuepTcIQVvA5m7R0M1,Simple Minds,,,,,,,,,,,,,,,,,,,,,152
3147,In These Arms,spotify:track:7EPK7kVLTFoRrPuZ0UpdUP,Bon Jovi,2.0,2.0,Motivated,No,,,,,,,,0vTKR5TQD03kASmEGlyDF3,metal,0.915,0.459,123.257,0.51,61.0,,,153
3147,controlla,spotify:track:7woCxOw0jmj65ohlQ3x0tH,Idealism,2.0,0.0,Content,Yes,Searching for information,Yes,0.0,1.0,,,,1FlY15vdP570PJucy6JdYm,chill,0.446,0.545,80.009,0.788,67.0,,,154
3147,Wavy,spotify:track:5LQ1q6fdkq7M7ZkGAzLfR6,Altair Blake,2.0,1.0,Confident,Yes,Searching for information,Yes,1.0,1.0,,,,,,,,,,,,,155
3147,my new love,spotify:track:23gcQr3NRKzLXsP9H5jFQ1,Elijah Who,0.0,0.0,Neutral,No,,,,,0.0,0.0,Neutral,23gcQr3NRKzLXsP9H5jFQ1,chill,0.277,0.236,84.938,0.614,64.0,0.0,0.0,156
3147,my new love,spotify:track:23gcQr3NRKzLXsP9H5jFQ1,Elijah Who,0.0,0.0,Neutral,No,,,,,0.0,0.0,Neutral,23gcQr3NRKzLXsP9H5jFQ1,sad,0.277,0.236,84.938,0.614,64.0,0.0,0.0,156
3147,Dream Catch Me,spotify:track:3vIVCdRx0jaxegLrtuGYvH,Newton Faulkner,-1.0,-1.0,lost,No,,,,,,,,,,,,,,,,,157
3147,Always Be My Baby,spotify:track:2aBxt229cbLDOvtL7Xbb9x,Mariah Carey,-1.0,0.0,Sad,No,,,,,,,,,,,,,,,,,158
3147,Auf uns,spotify:track:6dXt4t5jgySnVTeTpT4C0l,Andreas Bourani,-1.0,-1.0,Sad,No,,,,,,,,,,,,,,,,,159
3147,Perfect Strangers,spotify:track:1CUVN2kn7mW5FjkqXTR2W1,Jonas Blue,-1.0,-1.0,Sad,No,,,,,,,,,,,,,,,,,160
3147,Somebody,spotify:track:0pn6qyOJYNwP9nhGg3L7dV,Natalie La Rose,1.0,1.0,Hopeful,No,,,,,,,,,,,,,,,,,161
3156,STFD,spotify:track:6MyFzWJv92xEZV3xt3us2D,TeZATalks,-1.0,-1.0,Tired,Yes,Maths / arithmetics,Yes,-1.0,1.0,-1.0,-1.0,Tired,,,,,,,,0.0,0.0,162
3156,Dollhouse,spotify:track:6wNeKPXF0RDKyvfKfri5hf,Melanie Martinez,2.0,1.0,Content,No,,,,,2.0,1.0,Delighted,6wNeKPXF0RDKyvfKfri5hf,electro,0.708,0.555,130.029,0.725,74.0,0.0,0.0,163
3156,Dizzy,spotify:track:5MxLy1RM6bGy1TK1eba4Ts,MISSIO,2.0,1.0,Motivated,No,,,,,0.0,1.0,Motivated,,,,,,,,-2.0,0.0,164
3156,Dizzy,spotify:track:5MxLy1RM6bGy1TK1eba4Ts,MISSIO,2.0,2.0,Excited,No,,,,,,,,,,,,,,,,,165
3156,Dizzy,spotify:track:5MxLy1RM6bGy1TK1eba4Ts,MISSIO,2.0,2.0,Confident,No,,,,,3.0,2.0,Motivated,,,,,,,,1.0,0.0,166
3156,RABBIT HOLE,spotify:track:6gJbvBnEoY69UvFYTQuzBD,AViVA,1.0,-1.0,Calm,No,,,,,2.0,-1.0,Lazy,,,,,,,,1.0,0.0,167
3156,Overdose,spotify:track:1GYCHxZn4T6PcH1tSI1isx,grandson,3.0,2.0,Excited,No,,,,,2.0,1.0,Calm,,,,,,,,-1.0,-1.0,168
3156,,,,1.0,0.0,Neutral,No,,,,,2.0,-1.0,Tired,,,,,,,,1.0,-1.0,169
3156,Intro (Infected),spotify:local:Sickick:Talksick+3+%5BExplicit%5D:Intro+%28Infected%29:203,Sickick,-1.0,-1.0,Tired,No,,,,,2.0,-1.0,Lazy,,,,,,,,3.0,0.0,170
3156,Nightcore - Loco,spotify:local:::Nightcore+-+Loco:157,,1.0,-1.0,Lazy,Yes,Planning / organising work,Yes,1.0,0.0,1.0,1.0,Motivated,,,,,,,,0.0,2.0,171
3156,I'd Love to Change the World (Matstubs Remix),spotify:local:Jetta:Download:I%27d+Love+to+Change+the+World+%28Matstubs+Remix%29:190,Jetta,1.0,-2.0,Lazy,No,,,,,,,,,,,,,,,,,172
3156,Goodbye,spotify:local:::Goodbye:249,,2.0,-1.0,Lazy,No,,,,,0.0,-1.0,Lazy,,,,,,,,-2.0,0.0,173
3156,Glory of Nelly,spotify:track:396N38tjW13HbH6x1snxyp,Caravan Palace,1.0,-1.0,Tired,No,,,,,,,,,,,,,,,,,174
3156,Comics,spotify:track:2fq1hRT412Ha85IMYEvCzI,Caravan Palace,1.0,-2.0,Calm,No,,,,,,,,7Eta1k8UzwooyJCB9stY1d,jazz,0.848,0.561,89.999,0.554,54.0,,,175
3156,Comics,spotify:track:2fq1hRT412Ha85IMYEvCzI,Caravan Palace,1.0,-1.0,Tired,No,,,,,,,,7Eta1k8UzwooyJCB9stY1d,jazz,0.848,0.561,89.999,0.554,54.0,,,176
3156,Comics,spotify:track:2fq1hRT412Ha85IMYEvCzI,Caravan Palace,0.0,1.0,Worried,No,,,,,,,,7Eta1k8UzwooyJCB9stY1d,jazz,0.848,0.561,89.999,0.554,54.0,,,177
3156,Solitaire,spotify:track:4eU7lxV6m9wULReRRtGaZ8,MARINA,1.0,-1.0,Calm,No,,,,,,,,,,,,,,,,,178
3156,Savages,spotify:track:4sT2hi5bgnG2ApK7Oq06QW,MARINA,1.0,-1.0,Lazy,No,,,,,,,,,,,,,,,,,179
3156,Feel You,spotify:local:Neovaii::Feel+You:203,Neovaii,1.0,0.0,Neutral,No,,,,,,,,,,,,,,,,,180
3156,Festival Of Light,spotify:local:Audiomachine:Download:Festival+Of+Light:212,Audiomachine,2.0,-2.0,Lazy,No,,,,,1.0,-1.0,Content,,,,,,,,-1.0,1.0,181
3156,Happy,spotify:local:Marina+%26+the+Diamonds:HAPPY:Happy:240,Marina & the Diamonds,2.0,1.0,Calm,No,,,,,,,,,,,,,,,,,182
3156,In My Mind,spotify:local:Alice+Ivy:Don%27t+Sleep:In+My+Mind:174,Alice Ivy,1.0,0.0,Calm,No,,,,,,,,,,,,,,,,,183
3156,JINGOJUNGLE,spotify:local:::JINGOJUNGLE:237,,,,,,,,,,,,,,,,,,,,,,184
3156,Play Date,spotify:track:4DpNNXFMMxQEKl7r0ykkWA,Melanie Martinez,1.0,0.0,Relaxed,No,,,,,,,,4DpNNXFMMxQEKl7r0ykkWA,electro,0.729,0.446,123.97,0.68,79.0,,,185
3156,Play Date,spotify:track:4DpNNXFMMxQEKl7r0ykkWA,Melanie Martinez,1.0,0.0,Relaxed,No,,,,,,,,4DpNNXFMMxQEKl7r0ykkWA,pop,0.729,0.446,123.97,0.68,79.0,,,185
3156,Pity Party,spotify:track:3fo6DYGktjENCiagUeU9yH,Melanie Martinez,2.0,2.0,Happy,No,,,,,2.0,1.0,Lazy,,,,,,,,0.0,-1.0,186
3156,Bully,spotify:local:TeZATalks:Download:Bully:167,TeZATalks,,,,,,,,,,,,,,,,,,,,,187
3156,Dirty,spotify:local:grandson:Death+Of+An+Optimist:Dirty:208,grandson,,,,,,,,,,,,,,,,,,,,,188
3156,Get Jinxed,spotify:track:0WpRF4X2LyMTZnqqrXX19U,League of Legends,-1.0,0.0,Annoyed,Yes,"Writing an assignment (e.g., essay)",Yes,2.0,1.0,0.0,-1.0,Neutral,,,,,,,,1.0,-1.0,189
3156,la di die (feat. jxdn),spotify:local:Nessa+Barrett:Download:la+di+die+%28feat.+jxdn%29:196,Nessa Barrett,1.0,-1.0,Tired,Yes,Planning / organising work,Yes,-1.0,0.0,1.0,-1.0,Lazy,,,,,,,,0.0,0.0,190
3156,Little Bombay,spotify:local:Tha+Trickaz:Download:Little+Bombay:188,Tha Trickaz,2.0,1.0,Happy,No,,,,,,,,,,,,,,,,,191
3156,Tiptoe,spotify:track:7lBPn6LpIvbvAihTRvBMig,Imagine Dragons,2.0,1.0,Happy,No,,,,,2.0,-1.0,Curious,,,,,,,,0.0,-2.0,192
3156,Rhinestone Eyes,spotify:track:1foMv2HQwfQ2vntFf9HFeG,Gorillaz,,,,,,,,,,,,1foMv2HQwfQ2vntFf9HFeG,alternative,0.703,0.852,92.761,0.676,80.0,,,193
3156,Rhinestone Eyes,spotify:track:1foMv2HQwfQ2vntFf9HFeG,Gorillaz,1.0,0.0,Neutral,No,,,,,1.0,0.0,Lazy,1foMv2HQwfQ2vntFf9HFeG,alternative,0.703,0.852,92.761,0.676,80.0,0.0,0.0,194
3156,Rhinestone Eyes,spotify:track:1foMv2HQwfQ2vntFf9HFeG,Gorillaz,0.0,0.0,Lazy,No,,,,,,,,1foMv2HQwfQ2vntFf9HFeG,alternative,0.703,0.852,92.761,0.676,80.0,,,195
3156,GRRRLS,spotify:track:5f6JnxY2aqNdF3qFIPozUd,AViVA,2.0,1.0,Happy,Yes,Maths / arithmetics,No,2.0,,,,,,,,,,,,,,196
3156,Rhinestone Eyes,spotify:track:1foMv2HQwfQ2vntFf9HFeG,Gorillaz,-1.0,-1.0,Frustrated,Yes,Maths / arithmetics,Yes,2.0,0.0,,,,1foMv2HQwfQ2vntFf9HFeG,alternative,0.703,0.852,92.761,0.676,80.0,,,197
3156,Rhinestone Eyes,spotify:track:1foMv2HQwfQ2vntFf9HFeG,Gorillaz,1.0,0.0,Motivated,Yes,Maths / arithmetics,Yes,1.0,0.0,,,,1foMv2HQwfQ2vntFf9HFeG,alternative,0.703,0.852,92.761,0.676,80.0,,,198
3156,Rhinestone Eyes,spotify:track:1foMv2HQwfQ2vntFf9HFeG,Gorillaz,2.0,1.0,Calm,No,,,,,1.0,0.0,Bored,1foMv2HQwfQ2vntFf9HFeG,alternative,0.703,0.852,92.761,0.676,80.0,-1.0,-1.0,199
3156,,,,,,,,,,,,,,,,,,,,,,,,200
3156,Enemy (with JID) - from the series Arcane League of Legends,spotify:track:1r9xUipOqoNwggBpENDsvJ,Imagine Dragons,,,,,,,,,,,,1r9xUipOqoNwggBpENDsvJ,rock,0.783,0.555,77.011,0.728,86.0,,,201
3156,Rhinestone Eyes,spotify:track:1foMv2HQwfQ2vntFf9HFeG,Gorillaz,,,,,,,,,,,,1foMv2HQwfQ2vntFf9HFeG,alternative,0.703,0.852,92.761,0.676,80.0,,,202
3156,Comics,spotify:track:2fq1hRT412Ha85IMYEvCzI,Caravan Palace,1.0,0.0,Neutral,No,,,,,,,,7Eta1k8UzwooyJCB9stY1d,jazz,0.848,0.561,89.999,0.554,54.0,,,203
3156,Enemy - From the series Arcane League of Legends,spotify:track:5UlnuulVAVmmesw4VzqHdG,Imagine Dragons,1.0,1.0,Motivated,No,,,,,,,,5UlnuulVAVmmesw4VzqHdG,rock,0.745,0.52,77.029,0.722,80.0,,,204
3156,Comics,spotify:track:2fq1hRT412Ha85IMYEvCzI,Caravan Palace,2.0,1.0,Motivated,No,,,,,,,,7Eta1k8UzwooyJCB9stY1d,jazz,0.848,0.561,89.999,0.554,54.0,,,205
3156,Enemy - From the series Arcane League of Legends,spotify:track:5UlnuulVAVmmesw4VzqHdG,Imagine Dragons,1.0,-1.0,Tired,No,,,,,1.0,1.0,Tired,5UlnuulVAVmmesw4VzqHdG,rock,0.745,0.52,77.029,0.722,80.0,0.0,2.0,206
3156,Charger (feat. Grace Jones),spotify:track:2CJ6CRzuRQd46asE1ucuVD,Gorillaz,2.0,0.0,Content,Yes,Maths / arithmetics,Yes,2.0,0.0,,,,,,,,,,,,,207
3156,Dull Knives,spotify:track:1P2d8t9LPbqZ6XqXx3x7l7,Imagine Dragons,1.0,-1.0,Lazy,No,,,,,1.0,-1.0,Neutral,,,,,,,,0.0,0.0,208
3156,Glitch,spotify:local:Brainstorm+%26+Larot::Glitch:224,Brainstorm & Larot,2.0,-1.0,Tired,No,,,,,2.0,-1.0,Tired,,,,,,,,0.0,0.0,209
3156,Comics,spotify:track:2fq1hRT412Ha85IMYEvCzI,Caravan Palace,2.0,2.0,Motivated,No,,,,,2.0,1.0,Tired,7Eta1k8UzwooyJCB9stY1d,jazz,0.848,0.561,89.999,0.554,54.0,0.0,-1.0,210
3156,Summer Nights,spotify:track:6zRBNkFmcNLgb3mOLmUK8i,SIAMES,0.0,0.0,Annoyed ,No,,,,,,,,,,,,,,,,,211
3156,Summer Nights,spotify:track:6zRBNkFmcNLgb3mOLmUK8i,SIAMES,1.0,-1.0,Tired,No,,,,,,,,,,,,,,,,,212
3156,The Wolf,spotify:track:1ZreCbCSHpRcvqYpXlxnYC,SIAMES,2.0,0.0,Motivated,No,,,,,2.0,1.0,Happy,,,,,,,,0.0,1.0,213
3156,Levitating,spotify:track:5uu0D02efCoFMQiLYFT32e,Dua Lipa,,,,,,,,,,,,39LLxExYz6ewLAcYrzQQyP,dance,0.884,0.914,103.014,0.695,84.0,,,214
3156,Levitating,spotify:track:5uu0D02efCoFMQiLYFT32e,Dua Lipa,,,,,,,,,,,,3aEJbbODCrHdZh2qY6dRy1,dance,0.884,0.914,103.014,0.695,4.0,,,214
3156,Levitating,spotify:track:5uu0D02efCoFMQiLYFT32e,Dua Lipa,,,,,,,,,,,,4y85iyRxpimSDOOU4ht1Rw,dance,0.884,0.914,103.014,0.695,0.0,,,214
3156,Levitating,spotify:track:5uu0D02efCoFMQiLYFT32e,Dua Lipa,,,,,,,,,,,,39LLxExYz6ewLAcYrzQQyP,pop,0.884,0.914,103.014,0.695,84.0,,,214
3156,Levitating,spotify:track:5uu0D02efCoFMQiLYFT32e,Dua Lipa,,,,,,,,,,,,3aEJbbODCrHdZh2qY6dRy1,pop,0.884,0.914,103.014,0.695,4.0,,,214
3156,Levitating,spotify:track:5uu0D02efCoFMQiLYFT32e,Dua Lipa,,,,,,,,,,,,4y85iyRxpimSDOOU4ht1Rw,pop,0.884,0.914,103.014,0.695,0.0,,,214
3156,Comics,spotify:track:2fq1hRT412Ha85IMYEvCzI,Caravan Palace,1.0,-1.0,Tired,No,,,,,,,,7Eta1k8UzwooyJCB9stY1d,jazz,0.848,0.561,89.999,0.554,54.0,,,215
3156,BOOMBAYAH,spotify:track:13MF2TYuyfITClL1R2ei6e,BLACKPINK,1.0,-1.0,Tired,No,,,,,1.0,0.0,Motivated,13MF2TYuyfITClL1R2ei6e,k-pop,0.836,0.396,124.952,0.661,77.0,0.0,1.0,216
3156,"Tag, You're It",spotify:track:3u1FiuSpfsgVnekEMXgMwJ,Melanie Martinez,1.0,1.0,Happy,No,,,,,1.0,1.0,Happy,,,,,,,,0.0,0.0,217
3156,Comics,spotify:track:2fq1hRT412Ha85IMYEvCzI,Caravan Palace,2.0,0.0,Tired,No,,,,,2.0,1.0,Motivated,7Eta1k8UzwooyJCB9stY1d,jazz,0.848,0.561,89.999,0.554,54.0,0.0,1.0,218
3156,Black Betty,spotify:local:Caravan+Palace:%3C%7C+%C2%B0_%C2%B0+%7C%3E:Black+Betty:190,Caravan Palace,1.0,0.0,Curious,No,,,,,0.0,-1.0,Hopeful,,,,,,,,-1.0,-1.0,219
3156,Little Dark Age,spotify:local:MGMT:Download:Little+Dark+Age:300,MGMT,1.0,-2.0,Tired,No,,,,,,,,2Y0iGXY6m6immVb2ktbseM,alt-rock,0.712,0.62,97.512,0.705,83.0,,,220
3156,Little Dark Age,spotify:local:MGMT:Download:Little+Dark+Age:300,MGMT,1.0,-2.0,Tired,No,,,,,,,,2Y0iGXY6m6immVb2ktbseM,alternative,0.712,0.62,97.512,0.705,83.0,,,220
3156,Little Dark Age,spotify:local:MGMT:Download:Little+Dark+Age:300,MGMT,1.0,-2.0,Tired,No,,,,,,,,2Y0iGXY6m6immVb2ktbseM,indie,0.712,0.62,97.512,0.705,83.0,,,220
3156,Little Dark Age,spotify:local:MGMT:Download:Little+Dark+Age:300,MGMT,1.0,-2.0,Tired,No,,,,,,,,2Y0iGXY6m6immVb2ktbseM,rock,0.712,0.62,97.512,0.705,83.0,,,220
3156,Mad World,spotify:local:Gary+Jules::Mad+World:189,Gary Jules,-1.0,-1.0,Tired,No,,,,,1.0,-1.0,Lazy,,,,,,,,2.0,0.0,221
3156,Enemy - From the series Arcane League of Legends,spotify:track:5UlnuulVAVmmesw4VzqHdG,Imagine Dragons,,,,,,,,,,,,5UlnuulVAVmmesw4VzqHdG,rock,0.745,0.52,77.029,0.722,80.0,,,222
3156,Dizzy,spotify:track:5MxLy1RM6bGy1TK1eba4Ts,MISSIO,2.0,-1.0,Tired,No,,,,,,,,,,,,,,,,,223
3156,Dizzy,spotify:track:5MxLy1RM6bGy1TK1eba4Ts,MISSIO,,,,,,,,,,,,,,,,,,,,,224
3156,Levitating,spotify:track:5uu0D02efCoFMQiLYFT32e,Dua Lipa,2.0,-1.0,Tired,No,,,,,,,,39LLxExYz6ewLAcYrzQQyP,dance,0.884,0.914,103.014,0.695,84.0,,,225
3156,Levitating,spotify:track:5uu0D02efCoFMQiLYFT32e,Dua Lipa,2.0,-1.0,Tired,No,,,,,,,,3aEJbbODCrHdZh2qY6dRy1,dance,0.884,0.914,103.014,0.695,4.0,,,225
3156,Levitating,spotify:track:5uu0D02efCoFMQiLYFT32e,Dua Lipa,2.0,-1.0,Tired,No,,,,,,,,4y85iyRxpimSDOOU4ht1Rw,dance,0.884,0.914,103.014,0.695,0.0,,,225
3156,Levitating,spotify:track:5uu0D02efCoFMQiLYFT32e,Dua Lipa,2.0,-1.0,Tired,No,,,,,,,,39LLxExYz6ewLAcYrzQQyP,pop,0.884,0.914,103.014,0.695,84.0,,,225
3156,Levitating,spotify:track:5uu0D02efCoFMQiLYFT32e,Dua Lipa,2.0,-1.0,Tired,No,,,,,,,,3aEJbbODCrHdZh2qY6dRy1,pop,0.884,0.914,103.014,0.695,4.0,,,225
3156,Levitating,spotify:track:5uu0D02efCoFMQiLYFT32e,Dua Lipa,2.0,-1.0,Tired,No,,,,,,,,4y85iyRxpimSDOOU4ht1Rw,pop,0.884,0.914,103.014,0.695,0.0,,,225
3156,Panic Room,spotify:track:7uUahoeqGNRMbpdeiLj1rS,Au/Ra,2.0,-1.0,Tired,No,,,,,,,,7uUahoeqGNRMbpdeiLj1rS,edm,0.426,0.0636,97.91,0.495,72.0,,,226
3156,Panic Room,spotify:track:7uUahoeqGNRMbpdeiLj1rS,Au/Ra,2.0,-1.0,Tired,No,,,,,,,,7uUahoeqGNRMbpdeiLj1rS,electro,0.426,0.0636,97.91,0.495,72.0,,,226
3156,HOUDINI,spotify:local:AViVA:Download:HOUDINI:173,AViVA,2.0,-1.0,Worried,No,,,,,2.0,-1.0,Lazy,,,,,,,,0.0,0.0,227
3156,I'd Love to Change the World (Matstubs Remix),spotify:local:Jetta:Download:I%27d+Love+to+Change+the+World+%28Matstubs+Remix%29:190,Jetta,,,,,,,,,,,,,,,,,,,,,228
3156,Intro (Infected),spotify:local:Sickick:Talksick+3+%5BExplicit%5D:Intro+%28Infected%29:203,Sickick,1.0,0.0,Neutral,No,,,,,1.0,0.0,Calm,,,,,,,,0.0,0.0,229
