Deelnemer ID,Nummer,Spotify ID,Artiest,Stemming begin,Energie begin,Gevoel begin,Aan het studeren,Studietaak,Muziek tijdens studeren,Moeilijkheid studie,Reden focus,Stemming later,Energie later,Gevoel later,track_id,track_genre,energy,valence,tempo,danceability,popularity,Stemmingsverschil,Energieverschil,_bronrij
3038,Let Her Go,spotify:track:4zTa4w2IK9VxftxJL3RmvJ,Passenger,,,,,,,,,,,,2pUpNOgJBIBCcjyQZQ00qU,folk,0.541,0.217,76.289,0.445,75.0,,,24
3038,Message Man,spotify:track:4Oyl6oYSNeeZZP0OAxPVaU,Twenty One Pilots,,,,,,,,,,,,,,,,,,,,,25
3040,Twilight,spotify:track:065mWeAFcIWOX52Cnj9f6M,bÃ´a,1.0,0.0,Calm,No,,,,,,,,,,,,,,,,,26
3040,TheiÄ,spotify:track:3JdhouQ8DKAULrM86R3j9o,BIGYUKI,-1.0,-1.0,Tired,No,,,,,,,,,,,,,,,,,27
3040,å±ã‚’è¶Šãˆã¦ã‚†ã‘,spotify:track:6MkYYqGRXXBHX0XG7bgHIa,AAAMYYY,1.0,-2.0,Calm,No,,,,,,,,,,,,,,,,,28
3040,Aluminium (UK mix),spotify:track:3nLUOG6vfs4Oe5ZuJ7ro2M,ROTH BART BARON,1.0,0.0,Calm,No,,,,,1.0,1.0,Calm,,,,,,,,0.0,1.0,29
3040,Come On Let's Go,spotify:track:374buquHBf8KY9edm9SBtG,Broadcast,1.0,1.0,Motivated,Yes,"Reading (e.g., book, article, etc.)",Yes,1.0,1.0,1.0,1.0,Motivated,,,,,,,,0.0,0.0,30
3040,Harley Quinn,spotify:track:3TWnb13OgnxJH7h9lynmv2,Chief Keef,1.0,-1.0,Calm,No,,,,,,,,,,,,,,,,,31
3040,Unforgettable,spotify:track:648TTtYB0bH0P8Hfy0FmkL,Nat King Cole,-1.0,-3.0,Tired,No,,,,,,,,648TTtYB0bH0P8Hfy0FmkL,jazz,0.182,0.178,136.094,0.349,67.0,,,32
3040,Bystanders (in space),spotify:track:0OUCDV4CjuCULrXar3KbAf,Moses Sumney,1.0,-1.0,Calm,No,,,,,,,,,,,,,,,,,33
